Datetime;solar_mw;wind-speed;humidity;average-wind-speed-(period);average-pressure-(period);temperature;;;
29/05/2020 17:00;14355;8.2;83;7;30.17;55;;;
29/05/2020 18:00;14411;8.2;80;8;30.13;55;;;
29/05/2020 19:00;14105;8.2;75;13;30.11;55;;;
29/05/2020 20:00;13712;8.2;78;10;30.12;55;;;
29/05/2020 21:00;13480;8.2;90;6;30.12;55;;;
29/05/2020 22:00;12939;8.2;96;7;30.08;55;;;
29/05/2020 23:00;11822;8.2;93;5;30.04;55;;;
30/05/2020 00:00;10660;8.2;77;8;30.05;55;;;
30/05/2020 01:00;9831;12.9;77;10;30.05;51;;;
30/05/2020 02:00;9275;12.9;74;13;30.04;51;;;
30/05/2020 03:00;8975;12.9;64;16;30.03;51;;;
30/05/2020 04:00;8873;12.9;64;17;30.05;51;;;
30/05/2020 05:00;9018;12.9;66;17;30.08;51;;;
30/05/2020 06:00;9577;12.9;66;9;30.05;51;;;
30/05/2020 07:00;10461;12.9;71;11;30.28;51;;;
30/05/2020 08:00;11226;12.9;77;15;30.08;51;;;
30/05/2020 09:00;11608;11.5;77;13;30.1;52;;;
30/05/2020 10:00;11936;11.5;83;14;30.07;52;;;
30/05/2020 11:00;12361;11.5;72;24;30.09;52;;;
30/05/2020 12:00;12775;11.5;72;14;30.12;52;;;
30/05/2020 13:00;13194;11.5;77;5;30.18;52;;;
30/05/2020 14:00;13587;11.5;83;0;30.16;52;;;
30/05/2020 15:00;13878;11.5;89;7;30.15;52;;;
30/05/2020 16:00;13999;11.5;89;10;30.15;52;;;
30/05/2020 17:00;13992;9.5;86;13;30.15;51;;;
30/05/2020 18:00;13923;9.5;83;8;30.1;51;;;
30/05/2020 19:00;13615;9.5;72;20;30.1;51;;;
30/05/2020 20:00;13348;9.5;62;14;30.1;51;;;
30/05/2020 21:00;13193;9.5;77;5;30.13;51;;;
30/05/2020 22:00;12939;9.5;89;5;30.1;51;;;
30/05/2020 23:00;11644;9.5;86;0;30.07;51;;;
31/05/2020 00:00;10603;9.5;86;6;30.07;51;;;
31/05/2020 01:00;9802;5.9;77;7;30.06;50;;;
31/05/2020 02:00;9306;5.9;69;16;30.02;50;;;
31/05/2020 03:00;9018;5.9;57;14;30;50;;;
31/05/2020 04:00;8870;5.9;41;0;30.03;50;;;
31/05/2020 05:00;9032;5.9;74;5;30.07;50;;;
31/05/2020 06:00;9608;5.9;79;0;30.05;50;;;
31/05/2020 07:00;10502;5.9;73;3;30.04;50;;;
31/05/2020 08:00;11248;5.9;73;0;30.07;50;;;
31/05/2020 09:00;11577;6.3;71;6;30.09;48;;;
31/05/2020 10:00;11988;6.3;61;17;30.07;48;;;
31/05/2020 11:00;12329;6.3;53;17;30.08;48;;;
31/05/2020 12:00;12793;6.3;45;3;30.14;48;;;
31/05/2020 13:00;13294;6.3;71;3;30.2;48;;;
31/05/2020 14:00;14013;6.3;77;6;30.18;48;;;
31/05/2020 15:00;14720;6.3;79;3;30.16;48;;;
31/05/2020 16:00;15317;6.3;65;5;30.17;48;;;
31/05/2020 17:00;15729;13.2;68;8;30.16;49;;;
31/05/2020 18:00;15585;13.2;63;16;30.13;49;;;
31/05/2020 19:00;14989;13.2;50;18;30.11;49;;;
31/05/2020 20:00;14397;13.2;45;15;30.12;49;;;
31/05/2020 21:00;14144;13.2;48;11;30.12;49;;;
31/05/2020 22:00;13429;13.2;53;14;30.07;49;;;
31/05/2020 23:00;12289;13.2;65;10;30.04;49;;;
1/06/2020 00:00;11130;13.2;58;18;30.01;49;;;
1/06/2020 01:00;10272;13.4;61;24;29.98;52;;;
1/06/2020 02:00;9679;13.4;71;10;29.96;52;;;
1/06/2020 03:00;9370;13.4;64;22;29.97;52;;;
1/06/2020 04:00;9176;13.4;59;17;30.01;52;;;
1/06/2020 05:00;9259;13.4;72;5;30.03;52;;;
1/06/2020 06:00;9779;13.4;77;9;30.03;52;;;
1/06/2020 07:00;10630;13.4;83;3;30.03;52;;;
1/06/2020 08:00;11361;13.4;83;6;30.07;52;;;
1/06/2020 09:00;11879;6.3;80;8;30.07;52;;;
1/06/2020 10:00;12413;6.3;77;13;30.07;52;;;
1/06/2020 11:00;13158;6.3;67;14;30.07;52;;;
1/06/2020 12:00;13987;6.3;75;3;30.12;52;;;
1/06/2020 13:00;14676;6.3;80;6;30.15;52;;;
1/06/2020 14:00;15404;6.3;93;0;30.11;52;;;
1/06/2020 15:00;16039;6.3;93;0;30.08;52;;;
1/06/2020 16:00;16516;6.3;86;6;30.1;52;;;
1/06/2020 17:00;16851;12.6;80;11;30.11;52;;;
1/06/2020 18:00;16874;12.6;77;15;30.11;52;;;
1/06/2020 19:00;16605;12.6;64;18;30.1;52;;;
1/06/2020 20:00;15907;12.6;64;17;30.13;52;;;
1/06/2020 21:00;15334;12.6;67;14;30.15;52;;;
1/06/2020 22:00;14703;12.6;80;3;30.14;52;;;
1/06/2020 23:00;13509;12.6;71;9;30.14;52;;;
2/06/2020 00:00;12332;12.6;77;14;30.14;52;;;
2/06/2020 01:00;11280;7.3;77;7;30.14;52;;;
2/06/2020 02:00;10503;7.3;72;10;30.13;52;;;
2/06/2020 03:00;9966;7.3;62;10;30.13;52;;;
2/06/2020 04:00;9607;7.3;69;5;30.16;52;;;
2/06/2020 05:00;9444;7.3;80;3;30.18;52;;;
2/06/2020 06:00;9378;7.3;77;6;30.14;52;;;
2/06/2020 07:00;9439;7.3;96;10;30.11;52;;;
2/06/2020 08:00;10057;7.3;83;5;30.1;52;;;
2/06/2020 09:00;11052;7.9;71;10;30.07;50;;;
2/06/2020 10:00;11948;7.9;71;9;30.05;50;;;
2/06/2020 11:00;12717;7.9;55;11;30.03;50;;;
2/06/2020 12:00;13359;7.9;57;13;30.03;50;;;
2/06/2020 13:00;13914;7.9;77;5;30.03;50;;;
2/06/2020 14:00;14426;7.9;80;6;29.96;50;;;
2/06/2020 15:00;14531;7.9;83;5;29.91;50;;;
2/06/2020 16:00;14423;7.9;74;8;29.89;50;;;
2/06/2020 17:00;13999;17.3;89;9;29.88;54;;;
2/06/2020 18:00;13551;17.3;64;20;29.85;54;;;
2/06/2020 19:00;13043;17.3;55;24;29.86;54;;;
2/06/2020 20:00;12613;17.3;83;17;29.91;54;;;
2/06/2020 21:00;12369;17.3;90;11;29.95;54;;;
2/06/2020 22:00;12119;17.3;75;24;29.9;54;;;
2/06/2020 23:00;11394;17.3;75;18;29.91;54;;;
3/06/2020 00:00;10603;17.3;75;20;29.94;54;;;
3/06/2020 01:00;9874;20.8;67;22;29.94;57;;;
3/06/2020 02:00;9357;20.8;75;26;29.89;57;;;
3/06/2020 03:00;9036;20.8;67;33;29.89;57;;;
3/06/2020 04:00;8829;20.8;86;22;29.9;57;;;
3/06/2020 05:00;8746;20.8;90;11;29.91;57;;;
3/06/2020 06:00;8729;20.8;93;17;29.91;57;;;
3/06/2020 07:00;8805;20.8;87;17;29.91;57;;;
3/06/2020 08:00;9228;20.8;87;20;29.94;57;;;
3/06/2020 09:00;9920;9.9;78;25;29.93;59;;;
3/06/2020 10:00;10668;9.9;90;3;29.92;59;;;
3/06/2020 11:00;11083;9.9;90;23;29.87;59;;;
3/06/2020 12:00;11281;9.9;87;16;29.97;59;;;
3/06/2020 13:00;11451;9.9;83;5;30.04;59;;;
3/06/2020 14:00;11413;9.9;86;5;30.04;59;;;
3/06/2020 15:00;11391;9.9;80;6;29.98;59;;;
3/06/2020 16:00;11351;9.9;90;11;29.98;59;;;
3/06/2020 17:00;11180;3.1;83;0;29.97;55;;;
3/06/2020 18:00;11137;3.1;75;3;29.97;55;;;
3/06/2020 19:00;10952;3.1;75;5;29.96;55;;;
3/06/2020 20:00;10730;3.1;70;5;30.01;55;;;
3/06/2020 21:00;10747;3.1;69;3;30.05;55;;;
3/06/2020 22:00;10435;3.1;71;0;30.04;55;;;
3/06/2020 23:00;9704;3.1;80;5;30.06;55;;;
4/06/2020 00:00;8834;3.1;77;6;30.11;55;;;
4/06/2020 01:00;8227;5.2;69;0;30.12;52;;;
4/06/2020 02:00;7832;5.2;67;0;30.1;52;;;
4/06/2020 03:00;7636;5.2;62;0;30.14;52;;;
4/06/2020 04:00;7554;5.2;64;6;30.17;52;;;
4/06/2020 05:00;7709;5.2;66;8;30.21;52;;;
4/06/2020 06:00;8248;5.2;74;5;30.23;52;;;
4/06/2020 07:00;8985;5.2;74;5;30.21;52;;;
4/06/2020 08:00;9485;5.2;74;6;30.23;52;;;
4/06/2020 09:00;9777;11.1;77;8;30.23;53;;;
4/06/2020 10:00;9890;11.1;74;13;30.21;53;;;
4/06/2020 11:00;10169;11.1;67;22;30.18;53;;;
4/06/2020 12:00;10610;11.1;75;14;30.21;53;;;
4/06/2020 13:00;11056;11.1;80;9;30.22;53;;;
4/06/2020 14:00;11527;11.1;90;7;30.16;53;;;
4/06/2020 15:00;12016;11.1;96;11;30.15;53;;;
4/06/2020 16:00;12484;11.1;90;9;30.14;53;;;
4/06/2020 17:00;12953;7.6;80;9;30.15;56;;;
4/06/2020 18:00;13248;7.6;80;10;30.14;56;;;
4/06/2020 19:00;13220;7.6;72;11;30.13;56;;;
4/06/2020 20:00;12918;7.6;58;13;30.15;56;;;
4/06/2020 21:00;12520;7.6;77;6;30.15;56;;;
4/06/2020 22:00;11991;7.6;86;8;30.11;56;;;
4/06/2020 23:00;10909;7.6;86;5;30.08;56;;;
5/06/2020 00:00;9727;7.6;83;6;30.07;56;;;
5/06/2020 01:00;8899;5.3;86;5;30.08;55;;;
5/06/2020 02:00;8382;5.3;77;8;30.08;55;;;
5/06/2020 03:00;8065;5.3;60;13;30.12;55;;;
5/06/2020 04:00;7933;5.3;72;5;30.17;55;;;
5/06/2020 05:00;7992;5.3;78;5;30.19;55;;;
5/06/2020 06:00;8497;5.3;100;3;30.18;55;;;
5/06/2020 07:00;9220;5.3;96;3;30.17;55;;;
5/06/2020 08:00;9920;5.3;90;10;30.15;55;;;
5/06/2020 09:00;10314;14.6;90;14;30.13;57;;;
5/06/2020 10:00;10717;14.6;87;16;30.09;57;;;
5/06/2020 11:00;11101;14.6;81;15;30.07;57;;;
5/06/2020 12:00;11544;14.6;84;18;30.07;57;;;
5/06/2020 13:00;11979;14.6;87;26;30.07;57;;;
5/06/2020 14:00;12392;14.6;87;25;30;57;;;
5/06/2020 15:00;12749;14.6;90;6;30.01;57;;;
5/06/2020 16:00;13207;14.6;93;0;30.02;57;;;
5/06/2020 17:00;13450;9.4;90;11;30.02;56;;;
5/06/2020 18:00;13479;9.4;83;7;29.99;56;;;
5/06/2020 19:00;13217;9.4;90;13;29.99;56;;;
5/06/2020 20:00;12813;9.4;90;7;29.99;56;;;
5/06/2020 21:00;12551;9.4;93;7;29.99;56;;;
5/06/2020 22:00;12048;9.4;93;10;29.96;56;;;
5/06/2020 23:00;10976;9.4;86;0;29.97;56;;;
6/06/2020 00:00;9869;9.4;78;20;29.97;56;;;
6/06/2020 01:00;9031;6.9;78;15;29.92;55;;;
6/06/2020 02:00;8513;6.9;78;24;29.93;55;;;
6/06/2020 03:00;8260;6.9;62;6;30;55;;;
6/06/2020 04:00;8108;6.9;83;0;30.04;55;;;
6/06/2020 05:00;8211;6.9;83;6;30.05;55;;;
6/06/2020 06:00;8690;6.9;86;3;30.05;55;;;
6/06/2020 07:00;9374;6.9;93;0;30.06;55;;;
6/06/2020 08:00;10036;6.9;83;3;30.06;55;;;
6/06/2020 09:00;10432;1.3;74;5;30.06;54;;;
6/06/2020 10:00;10861;1.3;75;0;30.05;54;;;
6/06/2020 11:00;11270;1.3;58;0;30.07;54;;;
6/06/2020 12:00;11571;1.3;60;0;30.13;54;;;
6/06/2020 13:00;11934;1.3;69;5;30.19;54;;;
6/06/2020 14:00;12222;1.3;86;3;30.18;54;;;
6/06/2020 15:00;12420;1.3;80;0;30.18;54;;;
6/06/2020 16:00;12636;1.3;77;3;30.17;54;;;
6/06/2020 17:00;12916;3;69;0;30.16;53;;;
6/06/2020 18:00;12928;3;69;6;30.14;53;;;
6/06/2020 19:00;12663;3;40;10;30.13;53;;;
6/06/2020 20:00;12128;3;72;3;30.18;53;;;
6/06/2020 21:00;11808;3;83;6;30.22;53;;;
6/06/2020 22:00;11440;3;93;0;30.2;53;;;
6/06/2020 23:00;10487;3;93;0;30.17;53;;;
7/06/2020 00:00;9511;3;86;3;30.19;53;;;
7/06/2020 01:00;8743;3.8;77;0;30.2;50;;;
7/06/2020 02:00;8276;3.8;67;0;30.2;50;;;
7/06/2020 03:00;7973;3.8;62;0;30.19;50;;;
7/06/2020 04:00;7852;3.8;75;6;30.21;50;;;
7/06/2020 05:00;7997;3.8;83;8;30.25;50;;;
7/06/2020 06:00;8485;3.8;93;0;30.22;50;;;
7/06/2020 07:00;9197;3.8;93;5;30.18;50;;;
7/06/2020 08:00;9730;3.8;93;5;30.15;50;;;
7/06/2020 09:00;10069;11.8;86;6;30.1;51;;;
7/06/2020 10:00;10484;11.8;83;6;30.02;51;;;
7/06/2020 11:00;10940;11.8;80;6;29.96;51;;;
7/06/2020 12:00;11450;11.8;74;17;29.92;51;;;
7/06/2020 13:00;11875;11.8;72;14;29.87;51;;;
7/06/2020 14:00;12324;11.8;80;11;29.79;51;;;
7/06/2020 15:00;12756;11.8;80;14;29.74;51;;;
7/06/2020 16:00;13144;11.8;86;14;29.74;51;;;
7/06/2020 17:00;13579;12.6;83;14;29.71;51;;;
7/06/2020 18:00;13694;12.6;83;15;29.68;51;;;
7/06/2020 19:00;13488;12.6;66;17;29.64;51;;;
7/06/2020 20:00;13039;12.6;74;11;29.61;51;;;
7/06/2020 21:00;12633;12.6;89;9;29.56;51;;;
7/06/2020 22:00;12187;12.6;89;14;29.48;51;;;
7/06/2020 23:00;11166;12.6;80;13;29.52;51;;;
8/06/2020 00:00;10065;12.6;89;9;29.59;51;;;
8/06/2020 01:00;9241;16.6;93;7;29.62;49;;;
8/06/2020 02:00;8619;16.6;93;14;29.64;49;;;
8/06/2020 03:00;8213;16.6;83;16;29.71;49;;;
8/06/2020 04:00;8059;16.6;83;24;29.7;49;;;
8/06/2020 05:00;7997;16.6;89;20;29.75;49;;;
8/06/2020 06:00;8631;16.6;93;22;29.73;49;;;
8/06/2020 07:00;9326;16.6;83;24;29.74;49;;;
8/06/2020 08:00;10044;16.6;66;23;29.79;49;;;
8/06/2020 09:00;10577;12.3;66;14;29.86;48;;;
8/06/2020 10:00;11229;12.3;69;11;29.91;48;;;
8/06/2020 11:00;11991;12.3;59;17;29.94;48;;;
8/06/2020 12:00;12780;12.3;64;15;29.99;48;;;
8/06/2020 13:00;13582;12.3;80;11;30.04;48;;;
8/06/2020 14:00;14241;12.3;93;8;30.01;48;;;
8/06/2020 15:00;14764;12.3;89;7;29.98;48;;;
8/06/2020 16:00;15156;12.3;86;6;29.98;48;;;
8/06/2020 17:00;15250;8.1;80;6;29.97;49;;;
8/06/2020 18:00;15242;8.1;83;8;29.94;49;;;
8/06/2020 19:00;14905;8.1;83;11;29.96;49;;;
8/06/2020 20:00;14349;8.1;57;10;29.96;49;;;
8/06/2020 21:00;13845;8.1;71;7;29.98;49;;;
8/06/2020 22:00;13346;8.1;89;0;29.97;49;;;
8/06/2020 23:00;12368;8.1;80;21;29.96;49;;;
9/06/2020 00:00;11279;8.1;80;10;30.02;49;;;
9/06/2020 01:00;10417;6;71;13;30.1;49;;;
9/06/2020 02:00;9706;6;74;6;30.15;49;;;
9/06/2020 03:00;9278;6;59;8;30.15;49;;;
9/06/2020 04:00;9001;6;66;5;30.17;49;;;
9/06/2020 05:00;8852;6;77;5;30.2;49;;;
9/06/2020 06:00;8839;6;86;0;30.14;49;;;
9/06/2020 07:00;9027;6;86;6;30.09;49;;;
9/06/2020 08:00;9655;6;89;3;30.09;49;;;
9/06/2020 09:00;10617;7.7;89;7;30.1;49;;;
9/06/2020 10:00;11613;7.7;77;9;30.09;49;;;
9/06/2020 11:00;12620;7.7;83;10;30.1;49;;;
9/06/2020 12:00;13557;7.7;72;8;30.12;49;;;
9/06/2020 13:00;14171;7.7;83;8;30.16;49;;;
9/06/2020 14:00;14620;7.7;96;6;30.14;49;;;
9/06/2020 15:00;14938;7.7;86;6;30.12;49;;;
9/06/2020 16:00;15187;7.7;89;15;30.09;49;;;
9/06/2020 17:00;15366;10.4;80;17;30.11;46;;;
9/06/2020 18:00;15427;10.4;61;14;30.14;46;;;
9/06/2020 19:00;15063;10.4;61;11;30.18;46;;;
9/06/2020 20:00;14449;10.4;59;8;30.21;46;;;
9/06/2020 21:00;13889;10.4;54;14;30.22;46;;;
9/06/2020 22:00;13244;10.4;70;5;30.18;46;;;
9/06/2020 23:00;12249;10.4;73;3;30.13;46;;;
10/06/2020 00:00;11231;10.4;73;6;30.12;46;;;
10/06/2020 01:00;10326;16.2;71;10;30.09;48;;;
10/06/2020 02:00;9593;16.2;68;21;30.04;48;;;
10/06/2020 03:00;9149;16.2;64;26;30;48;;;
10/06/2020 04:00;8842;16.2;47;28;29.97;48;;;
10/06/2020 05:00;8657;16.2;59;21;29.96;48;;;
10/06/2020 06:00;8576;16.2;77;6;29.89;48;;;
10/06/2020 07:00;8623;16.2;74;10;29.85;48;;;
10/06/2020 08:00;9188;16.2;68;18;29.84;48;;;
10/06/2020 09:00;10025;9;77;15;29.83;50;;;
10/06/2020 10:00;10944;9;86;11;29.82;50;;;
10/06/2020 11:00;11730;9;69;16;29.85;50;;;
10/06/2020 12:00;12471;9;77;10;29.91;50;;;
10/06/2020 13:00;13070;9;86;6;29.93;50;;;
10/06/2020 14:00;13523;9;93;3;29.9;50;;;
10/06/2020 15:00;13878;9;93;0;29.86;50;;;
10/06/2020 16:00;14058;9;89;3;29.86;50;;;
10/06/2020 17:00;14225;5.3;86;8;29.84;55;;;
10/06/2020 18:00;14246;5.3;66;5;29.84;55;;;
10/06/2020 19:00;14119;5.3;69;11;29.85;55;;;
10/06/2020 20:00;13791;5.3;77;0;29.85;55;;;
10/06/2020 21:00;13343;5.3;83;3;29.89;55;;;
10/06/2020 22:00;12695;5.3;86;7;29.86;55;;;
10/06/2020 23:00;11634;5.3;86;10;29.84;55;;;
11/06/2020 00:00;10536;5.3;83;9;29.85;55;;;
11/06/2020 01:00;9686;7.5;86;15;29.83;53;;;
11/06/2020 02:00;9249;7.5;86;6;29.8;53;;;
11/06/2020 03:00;8778;7.5;77;7;29.79;53;;;
11/06/2020 04:00;8636;7.5;83;6;29.79;53;;;
11/06/2020 05:00;8674;7.5;80;6;29.81;53;;;
11/06/2020 06:00;9143;7.5;96;10;29.79;53;;;
11/06/2020 07:00;9837;7.5;86;8;29.82;53;;;
11/06/2020 08:00;10420;7.5;86;9;29.86;53;;;
11/06/2020 09:00;10681;10.3;83;13;29.89;55;;;
11/06/2020 10:00;10889;10.3;80;14;29.9;55;;;
11/06/2020 11:00;11025;10.3;72;14;29.9;55;;;
11/06/2020 12:00;11074;10.3;86;10;29.92;55;;;
11/06/2020 13:00;11032;10.3;83;11;29.96;55;;;
11/06/2020 14:00;11012;10.3;90;8;29.91;55;;;
11/06/2020 15:00;11027;10.3;90;8;29.91;55;;;
11/06/2020 16:00;10981;10.3;72;8;29.89;55;;;
11/06/2020 17:00;10977;4.5;44;20;29.9;53;;;
11/06/2020 18:00;10990;4.5;75;3;29.89;53;;;
11/06/2020 19:00;10891;4.5;65;0;29.9;53;;;
11/06/2020 20:00;10695;4.5;78;0;29.95;53;;;
11/06/2020 21:00;10695;4.5;93;0;29.99;53;;;
11/06/2020 22:00;10500;4.5;89;5;29.97;53;;;
11/06/2020 23:00;9766;4.5;96;7;29.97;53;;;
12/06/2020 00:00;9038;4.5;61;0;29.99;53;;;
12/06/2020 01:00;8439;3.1;62;7;29.98;56;;;
12/06/2020 02:00;8081;3.1;46;0;29.97;56;;;
12/06/2020 03:00;7816;3.1;58;8;29.97;56;;;
12/06/2020 04:00;7741;3.1;72;5;30.02;56;;;
12/06/2020 05:00;7944;3.1;67;6;30.1;56;;;
12/06/2020 06:00;8330;3.1;93;3;30.1;56;;;
12/06/2020 07:00;9073;3.1;86;0;30.11;56;;;
12/06/2020 08:00;9616;3.1;80;0;30.14;56;;;
12/06/2020 09:00;10019;1.8;77;0;30.17;54;;;
12/06/2020 10:00;10343;1.8;65;0;30.15;54;;;
12/06/2020 11:00;10692;1.8;49;0;30.15;54;;;
12/06/2020 12:00;10994;1.8;69;6;30.2;54;;;
12/06/2020 13:00;11191;1.8;72;3;30.26;54;;;
12/06/2020 14:00;11391;1.8;89;5;30.22;54;;;
12/06/2020 15:00;11570;1.8;80;5;30.21;54;;;
12/06/2020 16:00;11737;1.8;77;0;30.22;54;;;
12/06/2020 17:00;11857;1.9;59;0;30.21;54;;;
12/06/2020 18:00;11929;1.9;45;5;30.19;54;;;
12/06/2020 19:00;11823;1.9;29;5;30.17;54;;;
12/06/2020 20:00;11648;1.9;29;5;30.18;54;;;
12/06/2020 21:00;11615;1.9;42;3;30.23;54;;;
12/06/2020 22:00;11309;1.9;86;0;30.18;54;;;
12/06/2020 23:00;10477;1.9;83;0;30.15;54;;;
13/06/2020 00:00;9625;1.9;86;0;30.13;54;;;
13/06/2020 01:00;8938;5;89;5;30.12;51;;;
13/06/2020 02:00;8578;5;83;7;30.09;51;;;
13/06/2020 03:00;8357;5;67;10;30.09;51;;;
13/06/2020 04:00;8253;5;80;5;30.14;51;;;
13/06/2020 05:00;8336;5;83;0;30.19;51;;;
13/06/2020 06:00;8929;5;89;0;30.16;51;;;
13/06/2020 07:00;9599;5;89;3;30.17;51;;;
13/06/2020 08:00;10225;5;93;13;30.18;51;;;
13/06/2020 09:00;10607;4.8;93;11;30.21;52;;;
13/06/2020 10:00;11236;4.8;77;9;30.2;52;;;
13/06/2020 11:00;11786;4.8;56;3;30.21;52;;;
13/06/2020 12:00;12436;4.8;75;3;30.25;52;;;
13/06/2020 13:00;12947;4.8;77;0;30.32;52;;;
13/06/2020 14:00;13841;4.8;89;3;30.31;52;;;
13/06/2020 15:00;14350;4.8;83;6;30.3;52;;;
13/06/2020 16:00;14747;4.8;80;5;30.31;52;;;
13/06/2020 17:00;15207;4.8;64;3;30.31;54;;;
13/06/2020 18:00;15555;4.8;75;0;30.3;54;;;
13/06/2020 19:00;15393;4.8;34;5;30.29;54;;;
13/06/2020 20:00;15005;4.8;46;6;30.31;54;;;
13/06/2020 21:00;14669;4.8;49;9;30.37;54;;;
13/06/2020 22:00;14172;4.8;53;14;30.33;54;;;
13/06/2020 23:00;13072;4.8;86;6;30.3;54;;;
14/06/2020 00:00;12023;4.8;86;0;30.29;54;;;
14/06/2020 01:00;10832;4.7;89;0;30.31;49;;;
14/06/2020 02:00;10213;4.7;90;13;30.3;49;;;
14/06/2020 03:00;9826;4.7;67;16;30.32;49;;;
14/06/2020 04:00;9603;4.7;40;0;30.39;49;;;
14/06/2020 05:00;9637;4.7;61;3;30.5;49;;;
14/06/2020 06:00;10057;4.7;86;3;30.5;49;;;
14/06/2020 07:00;10697;4.7;79;3;30.49;49;;;
14/06/2020 08:00;11542;4.7;76;0;30.5;49;;;
14/06/2020 09:00;12100;6;66;5;30.51;47;;;
14/06/2020 10:00;12689;6;68;9;30.49;47;;;
14/06/2020 11:00;13207;6;53;5;30.47;47;;;
14/06/2020 12:00;13851;6;35;5;30.48;47;;;
14/06/2020 13:00;14222;6;34;0;30.49;47;;;
14/06/2020 14:00;14864;6;42;6;30.42;47;;;
14/06/2020 15:00;15012;6;44;5;30.39;47;;;
14/06/2020 16:00;15406;6;52;15;30.31;47;;;
14/06/2020 17:00;15654;6.6;54;7;30.26;47;;;
14/06/2020 18:00;15732;6.6;71;8;30.2;47;;;
14/06/2020 19:00;15525;6.6;51;6;30.12;47;;;
14/06/2020 20:00;14936;6.6;66;5;30.1;47;;;
14/06/2020 21:00;14133;6.6;71;3;30.12;47;;;
14/06/2020 22:00;13500;6.6;79;3;30.07;47;;;
14/06/2020 23:00;12287;6.6;79;5;30.03;47;;;
15/06/2020 00:00;11037;6.6;77;7;30.01;47;;;
15/06/2020 01:00;10037;18.7;80;11;30;50;;;
15/06/2020 02:00;9353;18.7;77;21;29.98;50;;;
15/06/2020 03:00;8931;18.7;72;21;29.99;50;;;
15/06/2020 04:00;8694;18.7;72;21;30.05;50;;;
15/06/2020 05:00;8769;18.7;69;18;30.11;50;;;
15/06/2020 06:00;9055;18.7;74;18;30.09;50;;;
15/06/2020 07:00;9641;18.7;69;21;30.11;50;;;
15/06/2020 08:00;10396;18.7;71;16;30.15;50;;;
15/06/2020 09:00;11082;10;69;13;30.17;52;;;
15/06/2020 10:00;11741;10;80;9;30.14;52;;;
15/06/2020 11:00;12307;10;80;9;30.15;52;;;
15/06/2020 12:00;12715;10;80;10;30.15;52;;;
15/06/2020 13:00;13141;10;93;10;30.18;52;;;
15/06/2020 14:00;13618;10;90;10;30.14;52;;;
15/06/2020 15:00;14133;10;96;14;30.12;52;;;
15/06/2020 16:00;14547;10;96;8;30.09;52;;;
15/06/2020 17:00;14792;2.7;96;7;30.07;54;;;
15/06/2020 18:00;14850;2.7;96;0;30.04;54;;;
15/06/2020 19:00;14454;2.7;96;0;30.02;54;;;
15/06/2020 20:00;13707;2.7;96;0;30.03;54;;;
15/06/2020 21:00;13030;2.7;96;0;30.05;54;;;
15/06/2020 22:00;12457;2.7;96;3;30.02;54;;;
15/06/2020 23:00;11492;2.7;93;3;30.02;54;;;
16/06/2020 00:00;10421;2.7;75;7;30.01;54;;;
16/06/2020 01:00;9484;2.6;86;3;30.01;53;;;
16/06/2020 02:00;8859;2.6;93;0;30;53;;;
16/06/2020 03:00;8476;2.6;93;0;30;53;;;
16/06/2020 04:00;8143;2.6;93;7;30;53;;;
16/06/2020 05:00;8032;2.6;96;0;30.02;53;;;
16/06/2020 06:00;8120;2.6;93;9;29.98;53;;;
16/06/2020 07:00;8263;2.6;93;0;29.98;53;;;
16/06/2020 08:00;8883;2.6;83;5;29.98;53;;;
16/06/2020 09:00;9769;2.4;83;7;30;55;;;
16/06/2020 10:00;10672;2.4;77;3;29.98;55;;;
16/06/2020 11:00;11471;2.4;72;3;29.98;55;;;
16/06/2020 12:00;12272;2.4;67;0;29.98;55;;;
16/06/2020 13:00;12873;2.4;75;3;30.02;55;;;
16/06/2020 14:00;13397;2.4;77;3;29.99;55;;;
16/06/2020 15:00;13914;2.4;74;5;30.01;55;;;
16/06/2020 16:00;14381;2.4;83;0;30.04;55;;;
16/06/2020 17:00;14727;1.5;55;0;30.05;55;;;
16/06/2020 18:00;14821;1.5;50;0;30.04;55;;;
16/06/2020 19:00;14647;1.5;52;5;30.04;55;;;
16/06/2020 20:00;14130;1.5;37;3;30.09;55;;;
16/06/2020 21:00;13474;1.5;55;3;30.17;55;;;
16/06/2020 22:00;13005;1.5;86;0;30.15;55;;;
16/06/2020 23:00;12134;1.5;77;0;30.15;55;;;
17/06/2020 00:00;11119;1.5;74;0;30.15;55;;;
17/06/2020 01:00;10255;1.9;67;3;30.16;55;;;
17/06/2020 02:00;9602;1.9;48;3;30.15;55;;;
17/06/2020 03:00;9143;1.9;31;0;30.15;55;;;
17/06/2020 04:00;8860;1.9;45;5;30.19;55;;;
17/06/2020 05:00;8725;1.9;48;6;30.26;55;;;
17/06/2020 06:00;8721;1.9;77;0;30.24;55;;;
17/06/2020 07:00;8793;1.9;77;0;30.24;55;;;
17/06/2020 08:00;9399;1.9;80;0;30.25;55;;;
17/06/2020 09:00;10438;2.5;66;3;30.26;55;;;
17/06/2020 10:00;11530;2.5;58;0;30.25;55;;;
17/06/2020 11:00;12466;2.5;42;0;30.25;55;;;
17/06/2020 12:00;13337;2.5;54;3;30.26;55;;;
17/06/2020 13:00;14191;2.5;72;8;30.29;55;;;
